client_id,quantity,price,date,message_id,recommended_by
1515915625852205658,1,14988.0,2023-10-11,1515915625852205658-16166-6525589ba21fa,bulk_message
1515915625870015457,1,4691.0,2023-10-17,1515915625870015457-16222-65291f45d2977,bulk_message
1515915625870015457,1,3761.0,2023-10-17,1515915625870015457-16222-65291f45d2977,bulk_message
1515915625902774628,1,5990.0,2023-10-24,1515915625902774628-16413-65367cef15384,bulk_message
1515915625902774628,1,7262.0,2023-10-24,1515915625902774628-16413-65367cef15384,bulk_message
1515915625902774628,1,4886.0,2023-10-24,1515915625902774628-16413-65367cef15384,bulk_message
1515915625941961811,1,2921.0,2023-10-17,1515915625941961811-16222-65291f45bb125,bulk_message
1515915625941961811,1,5131.0,2023-10-17,1515915625941961811-16222-65291f45bb125,bulk_message
1515915625947086340,1,6481.0,2023-10-02,1515915625947086340-15945-651ac5ef46640,bulk_message
1515915625947086340,1,5787.0,2023-10-02,1515915625947086340-15945-651ac5ef46640,bulk_message
1515915625951753007,1,6361.0,2023-10-13,1515915625951753007-16222-65291f45e090f,bulk_message
1515915625951761161,1,13239.0,2023-10-13,1515915625951761161-16222-65291f45f32e1,bulk_message
1515915625964096339,1,46290.0,2023-10-03,1515915625964096339-15945-651ac5ef46993,bulk_message
1515915625992112283,1,14435.0,2023-10-12,1515915625951763128-16166-6525589bb6e40,bulk_message
1515915625992112283,1,14032.0,2023-10-12,1515915625951763128-16166-6525589bb6e40,bulk_message
1515915626002771410,1,6253.0,2023-10-04,1515915626002771410-16000-651d60c14ef24,bulk_message
1515915626003328198,1,11171.0,2023-10-08,1515915626003328198-16000-651d60c14dd8d,bulk_message
1515915626010039507,1,13165.0,2023-10-02,1515915626010039507-15945-651ac5ef2b97e,bulk_message
1515915626010039507,1,12874.0,2023-10-02,1515915626010039507-15945-651ac5ef2b97e,bulk_message
1515915626011484905,1,10492.0,2023-10-13,1515915626011484905-16222-65291f460849e,bulk_message
1515915626011484905,1,5581.0,2023-10-13,1515915626011484905-16222-65291f460849e,bulk_message
1515915626011484905,1,7616.0,2023-10-13,1515915626011484905-16222-65291f460849e,bulk_message
1515915626011484905,1,5452.0,2023-10-13,1515915626011484905-16222-65291f460849e,bulk_message
1515915626011484905,1,3772.0,2023-10-13,1515915626011484905-16222-65291f460849e,bulk_message
1515915626013602677,1,16855.0,2023-10-11,1515915625951763128-16166-6525589bb6e40,bulk_message
1515915626013602677,1,55690.0,2023-10-11,1515915625951763128-16166-6525589bb6e40,bulk_message
1515915626013602677,1,38990.0,2023-10-11,1515915625951763128-16166-6525589bb6e40,bulk_message
1515915625803211057,1,2141.0,2023-07-31,1515915625869763440-14433-64c78875d231b,bulk_message
1515915625803214667,1,3108.0,2023-07-07,1515915625969221121-13932-64a6c861940dc,bulk_message
1515915625803274539,1,3612.0,2023-07-24,1515915625951764856-14244-64bcec1d9a595,bulk_message
1515915625803892965,1,6078.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,5433.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,10290.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,25613.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,7061.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,6051.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,22316.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803892965,1,13969.0,2023-07-18,1515915625864123161-14147-64b5459cbe15b,bulk_message
1515915625803894158,1,59406.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,55690.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,31791.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,74091.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,7845.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,32880.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,1690.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,6100.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803894158,1,64920.0,2023-07-24,1515915625935652010-14244-64bcec1d66f16,bulk_message
1515915625803896872,1,30502.0,2023-07-12,1515915625803896872-14031-64ad5e7d5583a,bulk_message
1515915625816320125,1,3357.0,2023-07-21,1515915625816320125-14241-64ba80d111510,bulk_message
1515915625816320125,1,4268.0,2023-07-21,1515915625816320125-14241-64ba80d111510,bulk_message
1515915625816320125,1,5691.0,2023-07-21,1515915625816320125-14241-64ba80d111510,bulk_message
1515915625817083301,1,4407.0,2023-07-07,1515915625817083301-13932-64a6c861c731f,bulk_message
1515915625817083301,1,8990.0,2023-07-07,1515915625817083301-13932-64a6c861c731f,bulk_message
1515915625817083301,1,8921.0,2023-07-07,1515915625817083301-13932-64a6c861c731f,bulk_message
1515915625830434584,1,8915.0,2023-07-05,1515915625830434584-13906-64a575951866e,bulk_message
1515915625830434584,1,10290.0,2023-07-05,1515915625830434584-13906-64a575951866e,bulk_message
1515915625830434584,1,7814.0,2023-07-05,1515915625830434584-13906-64a575951866e,bulk_message
1515915625830434584,1,3561.0,2023-07-05,1515915625830434584-13906-64a575951866e,bulk_message
1515915625830434584,1,3186.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625830434584,1,4041.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625830434584,1,6241.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625830434584,1,1823.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625830434584,1,2963.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625830434584,1,5861.0,2023-07-23,1515915625830434584-14244-64bcec1d6dde3,bulk_message
1515915625835000932,1,16194.0,2023-07-20,1515915625835000932-14215-64b92c4de4832,bulk_message
1515915625835003534,1,4990.0,2023-07-12,1515915625835003534-14067-64aeacd7d9833,bulk_message
1515915625835003534,1,3077.0,2023-07-12,1515915625835003534-14067-64aeacd7d9833,bulk_message
1515915625835003578,1,8990.0,2023-07-01,1515915625835003578-13815-649ede4e8162a,bulk_message
1515915625835003578,1,3315.0,2023-07-01,1515915625835003578-13815-649ede4e8162a,bulk_message
1515915625835003578,1,1313.0,2023-07-01,1515915625835003578-13815-649ede4e8162a,bulk_message
1515915625835004039,1,13772.0,2023-07-28,1515915625835004039-14367-64c26fe615744,bulk_message
1515915625835004039,1,5620.0,2023-07-28,1515915625835004039-14367-64c26fe615744,bulk_message
1515915625835004039,1,4869.0,2023-07-28,1515915625835004039-14367-64c26fe615744,bulk_message
1515915625835005573,1,17990.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,8990.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,1937.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,11650.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,15690.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,6650.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625835005573,1,5395.0,2023-07-10,1515915625835005573-14007-64ac0aed98889,bulk_message
1515915625846598890,1,3166.0,2023-07-03,1515915625853432543-13815-649ede4e7dabb,bulk_message
1515915625847962550,1,14652.0,2023-07-03,1515915625847962550-13815-649ede4e38092,bulk_message
1515915625856252097,1,29515.0,2023-07-01,1515915625856252097-13815-649ede4e37fe6,bulk_message
1515915625856252097,1,81490.0,2023-07-01,1515915625856252097-13815-649ede4e37fe6,bulk_message
1515915625856252097,1,24690.0,2023-07-01,1515915625856252097-13815-649ede4e37fe6,bulk_message
1515915625859398359,1,25690.0,2023-07-03,1515915625859398359-13846-64a2d0dd51753,bulk_message
1515915625859398359,1,26831.0,2023-07-07,1515915625859398359-13906-64a5759519336,bulk_message
1515915625860409683,1,5690.0,2023-07-01,1515915625860409683-13815-649ede4e3aba0,bulk_message
1515915625860409683,1,81490.0,2023-07-01,1515915625860409683-13815-649ede4e3aba0,bulk_message
1515915625864631809,1,4490.0,2023-07-26,1515915625864631809-14282-64be7da070d1a,bulk_message
1515915625879637123,1,24287.0,2023-07-29,1515915625879637123-14401-64c3badbac160,bulk_message
1515915625883844206,1,16977.0,2023-07-31,1515915625883844206-14433-64c7887615afd,bulk_message
1515915625917976242,1,14470.0,2023-07-05,1515915625917976242-13906-64a5759517e14,bulk_message
1515915625928280841,1,749.0,2023-07-21,1515915625896910507-14241-64ba80d102576,bulk_message
1515915625937310190,1,12490.0,2023-07-24,1515915625937310190-13710-649ae9b335e06,bulk_message
1515915625941783892,1,12172.0,2023-07-31,1515915625941783892-14433-64c7887615920,bulk_message
1515915625941783892,1,4196.0,2023-07-31,1515915625941783892-14433-64c7887615920,bulk_message
1515915625942320604,1,3278.0,2023-07-14,1515915625942320604-14067-64aeacd7ce919,bulk_message
1515915625942320604,1,3937.0,2023-07-14,1515915625942320604-14067-64aeacd7ce919,bulk_message
1515915625942320604,1,3278.0,2023-07-14,1515915625942320604-14067-64aeacd7ce919,bulk_message
1515915625942320604,1,7880.0,2023-07-20,1515915625942320604-14215-64b92c4de0ab1,bulk_message
1515915625942320604,1,5690.0,2023-07-20,1515915625942320604-14215-64b92c4de0ab1,bulk_message
1515915625950672443,1,11590.0,2023-07-11,1515915625950672443-14007-64ac0aed99a18,bulk_message
1515915625950672443,1,21366.0,2023-07-11,1515915625950672443-14007-64ac0aed99a18,bulk_message
1515915625951393914,1,19056.0,2023-07-18,1515915625951393914-14179-64b6999b50c76,bulk_message
1515915625951752388,1,26053.0,2023-07-31,1515915625951752388-14335-64c11ccdb2884,bulk_message
1515915625951752697,1,3257.0,2023-07-10,1515915625951752697-14007-64ac0aedcef0c,bulk_message
1515915625951752697,1,3391.0,2023-07-10,1515915625951752697-14007-64ac0aedcef0c,bulk_message
1515915625951763240,1,2790.0,2023-07-01,1515915625951763240-13815-649ede4e74abb,bulk_message
1515915625951763240,1,3234.0,2023-07-01,1515915625951763240-13815-649ede4e74abb,bulk_message
1515915625951763514,1,25690.0,2023-07-04,1515915625951763514-13846-64a2d0dd75752,bulk_message
1515915625951763514,1,30476.0,2023-07-04,1515915625951763514-13846-64a2d0dd75752,bulk_message
1515915625955712470,1,5690.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,14490.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,25320.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,10290.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,3823.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,4471.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,11240.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625955712470,1,7560.0,2023-07-11,1515915625955712470-14007-64ac0aedea585,bulk_message
1515915625958680575,1,6021.0,2023-07-11,1515915625958675776-13815-649ede4e36db7,bulk_message
1515915625958680575,1,22490.0,2023-07-11,1515915625958675776-13815-649ede4e36db7,bulk_message
1515915625968297999,1,18930.0,2023-07-12,1515915625968297999-14067-64aeacd7ccf01,bulk_message
1515915625969161251,1,3298.0,2023-07-01,1515915625969161251-13815-649ede4e456a8,bulk_message
1515915625969161251,1,20005.0,2023-07-01,1515915625969161251-13815-649ede4e456a8,bulk_message
1515915625969591327,1,30502.0,2023-07-12,1515915625803896872-14031-64ad5e7d5583a,bulk_message
1515915625969591327,1,5064.0,2023-07-12,1515915625803896872-14031-64ad5e7d5583a,bulk_message
1515915625969591327,1,24490.0,2023-07-12,1515915625803896872-14031-64ad5e7d5583a,bulk_message
1515915625983359924,1,1264.0,2023-07-03,1515915625835001001-13815-649ede4e49053,bulk_message
1515915625983359924,1,4990.0,2023-07-03,1515915625835001001-13815-649ede4e49053,bulk_message
1515915625983359924,1,3300.0,2023-07-03,1515915625835001001-13815-649ede4e49053,bulk_message
1515915625983359924,1,5990.0,2023-07-03,1515915625835001001-13815-649ede4e49053,bulk_message
1515915625983359924,1,12172.0,2023-07-11,1515915625835001001-14007-64ac0aedb092c,bulk_message
1515915625984601209,1,15819.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625984601209,1,38990.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625984601209,1,49490.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625984601209,1,23490.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625984601209,1,74971.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625984601209,1,8921.0,2023-07-01,1515915625984601209-13815-649ede4e457c6,bulk_message
1515915625985115331,1,4490.0,2023-07-02,1515915625985115331-13815-649ede4e81c82,bulk_message
1515915625985115331,1,2486.0,2023-07-02,1515915625985115331-13815-649ede4e81c82,bulk_message
1515915625985115331,1,10290.0,2023-07-12,1515915625985115331-14031-64ad5e7d1f27e,bulk_message
1515915625985307312,1,3546.0,2023-07-16,1515915625882598551-14083-64affb85c5053,bulk_message
1515915625985307312,1,2486.0,2023-07-16,1515915625882598551-14083-64affb85c5053,bulk_message
1515915625985455335,1,15010.0,2023-07-12,1515915625968297999-14067-64aeacd7ccf01,bulk_message
1515915625985775576,1,6640.0,2023-07-10,1515915625985775576-14007-64ac0aed98570,bulk_message
1515915625985775576,1,2486.0,2023-07-10,1515915625985775576-14007-64ac0aed98570,bulk_message
1515915625826759645,1,6778.0,2023-09-22,1515915625826759645-15708-650d83a19f5bb,bulk_message
1515915625835005998,1,49138.0,2023-09-07,1515915625835005998-15389-64f9d6976a4e8,bulk_message
1515915625837216461,1,16866.0,2023-09-01,1515915625837216461-15270-64f1ef246175b,bulk_message
1515915625851867569,1,8984.0,2023-09-12,1515915625851867569-15482-65006ded71e21,bulk_message
1515915625853335947,1,15571.0,2023-09-25,1515915625853335947-15763-65117aa81dce7,bulk_message
1515915625861627387,1,41346.0,2023-09-22,1515915625861627387-15680-650c4a88dceb0,bulk_message
1515915625861627387,1,86351.0,2023-09-22,1515915625861627387-15680-650c4a88dceb0,bulk_message
1515915625861627387,1,29592.0,2023-09-22,1515915625861627387-15680-650c4a88dceb0,bulk_message
1515915625862332399,1,51545.0,2023-09-30,1515915625862332399-14433-64c788760ca2e,bulk_message
1515915625862332399,1,6363.0,2023-09-30,1515915625862332399-14433-64c788760ca2e,bulk_message
1515915625866103673,1,7534.0,2023-09-13,1515915625947180414-15482-65006ded73d08,bulk_message
1515915625866103673,1,14032.0,2023-09-13,1515915625947180414-15482-65006ded73d08,bulk_message
1515915625927017227,1,20408.0,2023-09-07,1515915625927017227-13846-64a2d0dd482bd,bulk_message
1515915625931330317,1,4491.0,2023-09-19,1515915625931330317-15613-6509a49ae0ffb,bulk_message
1515915625931330317,1,2239.0,2023-09-19,1515915625931330317-15613-6509a49ae0ffb,bulk_message
1515915625932759420,1,11587.0,2023-09-21,1515915625932759420-15680-650c4a88e1ff3,bulk_message
1515915625932759420,1,8653.0,2023-09-21,1515915625932759420-15680-650c4a88e1ff3,bulk_message
1515915625932759420,1,33967.0,2023-09-21,1515915625932759420-15680-650c4a88e1ff3,bulk_message
1515915625962020681,1,3813.0,2023-09-21,1515915625962020681-15680-650c4a88e0604,bulk_message
1515915625979592473,1,25990.0,2023-09-02,1515915625979592473-15241-64f09c64ef1f9,bulk_message
1515915625979592473,1,3369.0,2023-09-02,1515915625979592473-15241-64f09c64ef1f9,bulk_message
1515915625986174436,1,4495.0,2023-09-23,1515915625986174436-15708-650d83a19ce69,bulk_message
1515915625990584920,1,101286.0,2023-09-07,1515915625990584920-15389-64f9d69739940,bulk_message
1515915625990584920,1,5945.0,2023-09-07,1515915625990584920-15389-64f9d69739940,bulk_message
1515915625990584920,1,7952.0,2023-09-07,1515915625990584920-15389-64f9d69739940,bulk_message
1515915625990584920,1,5540.0,2023-09-07,1515915625990584920-15389-64f9d69739940,bulk_message
1515915625990892287,1,7641.0,2023-09-11,1515915625955843943-15365-64f87ca940807,bulk_message
1515915626005014483,1,7534.0,2023-09-13,1515915625947180414-15482-65006ded73d08,bulk_message
1515915626012131867,1,25834.0,2023-09-12,1515915625851867569-15482-65006ded71e21,bulk_message
1515915625842031428,1,842.0,2022-10-28,1515915625835001981-7412-63592c6160e84,bulk_message
1515915625842031428,1,1692.0,2022-10-28,1515915625835001981-7412-63592c6160e84,bulk_message
1515915625842031428,1,2287.0,2022-10-28,1515915625835001981-7412-63592c6160e84,bulk_message
1515915625857065470,1,59990.0,2022-10-26,1515915625835003105-7412-63592c6162660,bulk_message
1515915625857065470,1,54040.0,2022-10-26,1515915625835003105-7412-63592c6162660,bulk_message
1515915625857065470,1,36720.0,2022-10-26,1515915625835003105-7412-63592c6162660,bulk_message
1515915625857065470,1,12513.0,2022-10-26,1515915625835003105-7412-63592c6162660,bulk_message
1515915625857065470,1,11505.0,2022-10-26,1515915625835003105-7412-63592c6162660,bulk_message
1515915625803180756,1,5990.0,2023-03-01,1515915625803180756-10552-63ff5aa59192c,bulk_message
1515915625803275262,1,22990.0,2023-03-07,1515915625861390589-10699-6406de5f6729e,bulk_message
1515915625803275365,1,669.0,2023-03-29,1515915625936749790-11291-642199792da78,bulk_message
1515915625803892965,1,12591.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,13291.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,24990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,59990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,4990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,3834.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,25990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,25990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,10990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,8674.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,8674.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,15761.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625803892965,1,6990.0,2023-03-21,1515915625864123161-11100-64185f9ab960b,bulk_message
1515915625805445981,1,8791.0,2023-03-17,1515915625805445981-11034-64147178a037e,bulk_message
1515915625805526070,1,2936.0,2023-03-31,1515915625805526070-11466-6426e3a8f14e7,bulk_message
1515915625817415471,1,20990.0,2023-03-09,1515915625817415471-10707-6405f1b769dc1,bulk_message
1515915625817415471,1,34990.0,2023-03-09,1515915625817415471-10707-6405f1b769dc1,bulk_message
1515915625817415471,1,15112.0,2023-03-15,1515915625817415471-10893-640f2b5dcc047,bulk_message
1515915625822299254,1,22990.0,2023-03-08,1515915625822299254-10699-6406de5f60274,bulk_message
1515915625833830433,1,10652.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,4492.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,2936.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,4076.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,5990.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,32670.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,8490.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,8066.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625833830433,1,5391.0,2023-03-22,1515915625833830433-11167-641afe37959da,bulk_message
1515915625835000981,1,50990.0,2023-03-09,1515915625835000981-10731-64084e9c787ef,bulk_message
1515915625835001544,1,12990.0,2023-03-24,1515915625835001544-11036-64157d9de69a5,bulk_message
1515915625835001544,1,7038.0,2023-03-24,1515915625835001544-11036-64157d9de69a5,bulk_message
1515915625835004145,1,2960.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004145,1,3647.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004145,1,2952.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004145,1,4972.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004145,1,4491.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004145,1,1103.0,2023-03-10,1515915625835004145-10798-6409e5cb706a0,bulk_message
1515915625835004838,1,19990.0,2023-03-17,1515915625835004838-10854-640c431daf9e5,bulk_message
1515915625835005989,1,6291.0,2023-03-03,1515915625835005989-10520-63fdfcc2dd257,bulk_message
1515915625857586122,1,2607.0,2023-03-29,1515915625857586122-11291-6421997926f7a,bulk_message
1515915625858338708,1,4990.0,2023-03-01,1515915625858338708-10487-63fcb5e39798c,bulk_message
1515915625860901908,1,1990.0,2023-03-26,1515915625862748583-11161-641dab521794e,bulk_message
1515915625862259971,1,2270.0,2023-03-06,1515915625862259971-10707-6405f1b765466,bulk_message
1515915625862306982,1,2841.0,2023-03-09,1515915625862306982-10798-6409e5cb66c21,bulk_message
1515915625863126486,1,4433.0,2023-03-19,1515915625824504003-11034-64147178a39dc,bulk_message
1515915625863126486,1,3295.0,2023-03-19,1515915625824504003-11034-64147178a39dc,bulk_message
1515915625863126486,1,1990.0,2023-03-19,1515915625824504003-11034-64147178a39dc,bulk_message
1515915625863126486,1,1990.0,2023-03-19,1515915625824504003-11034-64147178a39dc,bulk_message
1515915625876407681,1,4092.0,2023-03-06,1515915625876407681-10707-6405f1b7648d9,bulk_message
1515915625876407681,1,5391.0,2023-03-06,1515915625876407681-10707-6405f1b7648d9,bulk_message
1515915625886337552,1,15990.0,2023-03-05,1515915625886337552-10645-6401ff56a996c,bulk_message
1515915625890752683,1,2990.0,2023-03-13,1515915625890748780-10893-640f2b5dd3cdf,bulk_message
1515915625901624732,1,12990.0,2023-03-04,1515915625901624732-10645-6401ff56a5d4e,bulk_message
1515915625913349570,1,4373.0,2023-03-31,1515915625913349570-11383-64243466be12e,bulk_message
1515915625920118423,1,21592.0,2023-03-27,1515915625920118423-11291-6421997927d1e,bulk_message
1515915625926394965,1,29990.0,2023-03-06,1515915625926394965-10707-6405f1b7727cc,bulk_message
1515915625927146533,1,2990.0,2023-03-26,1515915625927146533-11161-641dab5224f55,bulk_message
1515915625930687617,1,59990.0,2023-03-08,1515915625930687617-10699-6406de5f68237,bulk_message
1515915625930687617,1,26990.0,2023-03-08,1515915625930687617-10699-6406de5f68237,bulk_message
1515915625930687617,1,45990.0,2023-03-08,1515915625930687617-10699-6406de5f68237,bulk_message
1515915625930687617,1,2990.0,2023-03-08,1515915625930687617-10699-6406de5f68237,bulk_message
1515915625932163842,1,1701.0,2023-03-23,1515915625932163842-11100-64185f9abfc8c,bulk_message
1515915625936154979,1,669.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,25990.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,1494.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,8674.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,22990.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,18990.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625936154979,1,19990.0,2023-03-07,1515915625864123161-10707-6405f1b76b962,bulk_message
1515915625938058501,1,13990.0,2023-03-23,1515915625938058501-11167-641afe3792d3f,bulk_message
1515915625941752698,1,1701.0,2023-03-23,1515915625932163842-11100-64185f9abfc8c,bulk_message
1515915625803207729,1,16990.0,2023-05-08,1515915625835000498-12031-6441360b9be7d,bulk_message
1515915625803210568,1,3653.0,2023-05-16,1515915625835000627-12474-645cd7ea7bbbe,bulk_message
